model,response,source_fit,quantity,factor_compared,held_fixed,contrast,estimate,lo,hi,pd,credible,pct_change,effect_size
A2d,Abundance change vs primary,fitted with sexual dichromatism (z),Level mean,Land use,Biome = Tropical open,Cropland - Secondary,-0.00929015955,-0.014014948775000003,-0.004482692684750003,1,TRUE,NA,-0.16368481586115716
A2d,Abundance change vs primary,fitted with sexual dichromatism (z),Level mean,Land use,Biome = Tropical open,Pasture - Secondary,-0.0026711063800000014,-0.006453478450000001,0.0011230046229499995,0.915875,FALSE,NA,-0.04706265307960855
A2d,Abundance change vs primary,fitted with sexual dichromatism (z),Level mean,Land use,Biome = Tropical open,Cropland - Plantation,-0.00942357555,-0.014778111317499999,-0.004043641058250001,0.99975,TRUE,NA,-0.1660354938312607
A2d,Abundance change vs primary,fitted with sexual dichromatism (z),Level mean,Land use,Biome = Tropical open,Pasture - Plantation,-0.0028075876094999994,-0.00736330935075,0.0016822605845000045,0.886375,FALSE,NA,-0.0494673378214558
A2d,Abundance change vs primary,fitted with sexual dichromatism (z),Level mean,Land use,Biome = Tropical open,Pasture - Cropland,0.0066166756035000015,7.181279357000004e-4,0.01262645711125,0.9855,TRUE,NA,0.11658027205484417
A2d,Abundance change vs primary,fitted with sexual dichromatism (z),Level mean,Biome,Land use = Secondary,Temperate closed - Tropical closed,-0.01700467,-0.031657985175,-0.002529643667500003,0.990375,TRUE,NA,-0.29960801671374343
A2d,Abundance change vs primary,fitted with sexual dichromatism (z),Level mean,Biome,Land use = Secondary,Tropical open - Tropical closed,0.009250113850000005,-0.006785310874999998,0.025226318074999993,0.875375,FALSE,NA,0.16297924422966345
A2d,Abundance change vs primary,fitted with sexual dichromatism (z),Level mean,Biome,Land use = Secondary,Tropical open - Temperate closed,0.0261619466,0.006572066227500002,0.046797701374999987,0.994625,TRUE,NA,0.46095154649851267
A2d,Abundance change vs primary,fitted with sexual dichromatism (z),Level mean,Biome,Land use = Plantation,Temperate closed - Tropical closed,-0.016340255999999997,-0.030628055854999996,-0.001666088800000024,0.98525,TRUE,NA,-0.28790159954617445
A2d,Abundance change vs primary,fitted with sexual dichromatism (z),Level mean,Biome,Land use = Plantation,Tropical open - Tropical closed,0.010609026499999997,-0.005377833051999997,0.02688009564474999,0.910875,FALSE,NA,0.18692214485365174
A2d,Abundance change vs primary,fitted with sexual dichromatism (z),Level mean,Biome,Land use = Plantation,Tropical open - Temperate closed,0.027003970385,0.007365952207500002,0.04712411065499999,0.995625,TRUE,NA,0.47578729904470435
A2d,Abundance change vs primary,fitted with sexual dichromatism (z),Level mean,Biome,Land use = Cropland,Temperate closed - Tropical closed,-0.014348496499999999,-0.029104036837250002,8.442415599999894e-4,0.967375,FALSE,NA,-0.2528084684494959
A2d,Abundance change vs primary,fitted with sexual dichromatism (z),Level mean,Biome,Land use = Cropland,Tropical open - Tropical closed,0.003586036550000003,-0.012577862229999999,0.01981902653749999,0.669875,FALSE,NA,0.06318295495346253
A2d,Abundance change vs primary,fitted with sexual dichromatism (z),Level mean,Biome,Land use = Cropland,Tropical open - Temperate closed,0.017876098360000002,-0.0029384642199999952,0.03876919132749996,0.954875,FALSE,NA,0.3149618531979393
A2d,Abundance change vs primary,fitted with sexual dichromatism (z),Level mean,Biome,Land use = Pasture,Temperate closed - Tropical closed,-0.017106429699999995,-0.0324812276925,-0.0015674335300000012,0.9855,TRUE,NA,-0.3014009372407742
A2d,Abundance change vs primary,fitted with sexual dichromatism (z),Level mean,Biome,Land use = Pasture,Tropical open - Tropical closed,0.0076580159000000005,-0.008734665954999995,0.024313754129749992,0.8165,FALSE,NA,0.13492781428638798
A2d,Abundance change vs primary,fitted with sexual dichromatism (z),Level mean,Biome,Land use = Pasture,Tropical open - Temperate closed,0.024632017872,0.00408328115,0.04545788046399999,0.99125,TRUE,NA,0.4339954860804357
A2d,Abundance change vs primary,fitted with sexual dichromatism (z),Colour slope,Biome,NA,Temperate closed - Tropical closed,-0.0010285096500000012,-0.006617732400000002,0.004189643217499996,0.650375,FALSE,NA,-0.018121477006460388
A2d,Abundance change vs primary,fitted with sexual dichromatism (z),Colour slope,Biome,NA,Tropical open - Tropical closed,0.01063106,0.006367358977499999,0.014948497025000004,1,TRUE,NA,0.18731035663525428
A2d,Abundance change vs primary,fitted with sexual dichromatism (z),Colour slope,Biome,NA,Tropical open - Temperate closed,0.011773876900999996,0.0050287073257499985,0.018230244459999996,0.999625,TRUE,NA,0.20744583148866544
A2d,Abundance change vs primary,fitted with sexual dichromatism (z),Colour slope,Land use,NA,Plantation - Secondary,7.842977600000028e-4,-5.701038507499977e-4,0.0021981118149999993,0.870375,FALSE,NA,0.013818668423829006
A2d,Abundance change vs primary,fitted with sexual dichromatism (z),Colour slope,Land use,NA,Cropland - Secondary,0.0012364481499999975,-2.0588296825000278e-4,0.0027545041350000043,0.95075,FALSE,NA,0.02178517889443761
A2d,Abundance change vs primary,fitted with sexual dichromatism (z),Colour slope,Land use,NA,Pasture - Secondary,6.286474650000003e-4,-0.0016638147124999976,0.0029581702024999994,0.6995,FALSE,NA,0.01107624083271081
A2d,Abundance change vs primary,fitted with sexual dichromatism (z),Colour slope,Land use,NA,Cropland - Plantation,4.454976999999985e-4,-0.0011257738427499966,0.00200536934025,0.70975,FALSE,NA,0.007849295655107322
A2d,Abundance change vs primary,fitted with sexual dichromatism (z),Colour slope,Land use,NA,Pasture - Plantation,-1.609509000000003e-4,-0.0026053534692500016,0.002312576779999995,0.5505,FALSE,NA,-0.002835819803459411
A2d,Abundance change vs primary,fitted with sexual dichromatism (z),Colour slope,Land use,NA,Pasture - Cropland,-6.133541900000001e-4,-0.00295739803325,0.0017943656117499996,0.694875,FALSE,NA,-0.01080678615985871
